1.00000000,0.00000000
2.00000000,0.00000000
3.00000000,0.00000000
4.00000000,0.00117389
5.00000000,0.00145456
6.00000000,0.00066350
7.00000000,0.00043382
8.00000000,0.00015312
9.00000000,0.00043382
10.00000000,0.00066350
11.00000000,0.00094419
12.00000000,0.00040831
13.00000000,0.00000000
14.00000000,0.00040831
15.00000000,0.00119938
16.00000000,0.00142908
17.00000000,0.00094419
18.00000000,0.00040831
19.00000000,0.00043382
20.00000000,0.00040831
21.00000000,0.00017863
22.00000000,0.00091870
23.00000000,0.00119938
24.00000000,0.00066350
25.00000000,0.00068900
26.00000000,0.00142908
27.00000000,0.00170975
28.00000000,0.00091870
29.00000000,0.00043382
30.00000000,0.00015312
31.00000000,0.00017863
32.00000000,0.00142908
33.00000000,0.00247531
34.00000000,0.00193947
35.00000000,0.00145456
36.00000000,0.00168427
37.00000000,0.00196494
38.00000000,0.00117389
39.00000000,0.00119938
40.00000000,0.00117389
41.00000000,0.00170975
42.00000000,0.00372582
43.00000000,0.00426162
44.00000000,0.00372582
45.00000000,0.00349606
46.00000000,0.00296024
47.00000000,0.00247531
48.00000000,0.00219466
49.00000000,0.00273050
50.00000000,0.00142908
51.00000000,0.00196494
52.00000000,0.00244985
53.00000000,0.00196494
54.00000000,0.00398101
55.00000000,0.00528236
56.00000000,0.00296024
57.00000000,0.00273050
58.00000000,0.00219466
59.00000000,0.00145456
60.00000000,0.00168427
61.00000000,0.00222012
62.00000000,0.00193947
63.00000000,0.00145456
64.00000000,0.00168427
65.00000000,0.00273050
66.00000000,0.00423621
67.00000000,0.00528236
68.00000000,0.00500179
69.00000000,0.00426162
70.00000000,0.00347063
71.00000000,0.00400643
72.00000000,0.00500179
73.00000000,0.00681348
74.00000000,0.00627775
75.00000000,0.00502718
76.00000000,0.00321543
77.00000000,0.00324087
78.00000000,0.00449140
79.00000000,0.00528236
80.00000000,0.00551217
81.00000000,0.00502718
82.00000000,0.00398101
83.00000000,0.00324087
84.00000000,0.00296024
85.00000000,0.00349606
86.00000000,0.00244985
87.00000000,0.00298568
88.00000000,0.00347063
89.00000000,0.00400643
90.00000000,0.00525698
91.00000000,0.00528236
92.00000000,0.00398101
93.00000000,0.00528236
94.00000000,0.01138162
95.00000000,0.02135912
96.00000000,0.02669321
97.00000000,0.02186950
98.00000000,0.01546471
99.00000000,0.01013091
100.00000000,0.00551217
101.00000000,0.00579274
102.00000000,0.00729852
103.00000000,0.00706867
104.00000000,0.00423621
105.00000000,0.00451680
106.00000000,0.00551217
107.00000000,0.00553755
108.00000000,0.00576737
109.00000000,0.00630311
110.00000000,0.00602256
111.00000000,0.00681348
112.00000000,0.00857449
113.00000000,0.00911016
114.00000000,0.00857449
115.00000000,0.00936535
116.00000000,0.00882968
117.00000000,0.00732386
118.00000000,0.00551217
119.00000000,0.00400643
120.00000000,0.00347063
121.00000000,0.00451680
122.00000000,0.00576737
123.00000000,0.00885498
124.00000000,0.01010565
125.00000000,0.00936535
126.00000000,0.01087123
127.00000000,0.01702095
128.00000000,0.02388608
129.00000000,0.02493174
130.00000000,0.01878222
131.00000000,0.01600020
132.00000000,0.01674067
133.00000000,0.01421390
134.00000000,0.01393355
135.00000000,0.01625539
136.00000000,0.01750625
137.00000000,0.01600020
138.00000000,0.01291277
139.00000000,0.01421390
140.00000000,0.01546471
141.00000000,0.01472427
142.00000000,0.01495432
143.00000000,0.01548983
144.00000000,0.01265758
145.00000000,0.01140684
146.00000000,0.01061604
147.00000000,0.01268278
148.00000000,0.01520951
149.00000000,0.01242759
150.00000000,0.01010565
151.00000000,0.01191722
152.00000000,0.01112642
153.00000000,0.01115166
154.00000000,0.02082376
155.00000000,0.02289024
156.00000000,0.01495432
157.00000000,0.01676576
158.00000000,0.02771398
159.00000000,0.03513920
160.00000000,0.02465166
161.00000000,0.01600020
162.00000000,0.02669321
163.00000000,0.04049812
164.00000000,0.04481192
165.00000000,0.03718070
166.00000000,0.02541724
167.00000000,0.03105622
168.00000000,0.03664574
169.00000000,0.03207696
170.00000000,0.03307304
171.00000000,0.03820144
172.00000000,0.04455673
173.00000000,0.04253962
174.00000000,0.02669321
175.00000000,0.02059356
176.00000000,0.02133415
177.00000000,0.02442136
178.00000000,0.03460420
179.00000000,0.04407074
180.00000000,0.03613535
181.00000000,0.02518692
182.00000000,0.02950033
183.00000000,0.03667032
184.00000000,0.03307304
185.00000000,0.02416618
186.00000000,0.01903741
187.00000000,0.02875954
188.00000000,0.04047364
189.00000000,0.05045040
190.00000000,0.07339356
191.00000000,0.10378442
192.00000000,0.10095442
193.00000000,0.09281139
194.00000000,0.10274077
195.00000000,0.09000434
196.00000000,0.07211759
197.00000000,0.08796284
198.00000000,0.09891288
199.00000000,0.07673463
200.00000000,0.05348849
201.00000000,0.03692551
202.00000000,0.05731639
203.00000000,0.08847322
204.00000000,0.06599296
205.00000000,0.03386327
206.00000000,0.03536977
207.00000000,0.04024294
208.00000000,0.04379115
209.00000000,0.04075331
210.00000000,0.04251518
211.00000000,0.04585704
212.00000000,0.04200480
213.00000000,0.03105622
214.00000000,0.02286531
215.00000000,0.02544211
216.00000000,0.03103149
217.00000000,0.04100850
218.00000000,0.03690093
219.00000000,0.03360808
220.00000000,0.04532231
221.00000000,0.05580932
222.00000000,0.07543510
223.00000000,0.12088193
224.00000000,0.14586842
225.00000000,0.12726159
226.00000000,0.11728679
227.00000000,0.14461429
228.00000000,0.16602868
229.00000000,0.15762881
230.00000000,0.16347675
231.00000000,0.16809146
232.00000000,0.15428980
233.00000000,0.14486947
234.00000000,0.11192773
235.00000000,0.06218899
236.00000000,0.05119175
237.00000000,0.08541098
238.00000000,0.10018884
239.00000000,0.07698982
240.00000000,0.06446180
241.00000000,0.05606451
242.00000000,0.05884755
243.00000000,0.06525123
244.00000000,0.05527484
245.00000000,0.07214127
246.00000000,0.09176747
247.00000000,0.10148774
248.00000000,0.11524524
249.00000000,0.11246077
250.00000000,0.09636095
251.00000000,0.07852094
252.00000000,0.06777931
253.00000000,0.08132799
254.00000000,0.09967846
255.00000000,0.10327404
256.00000000,0.10529271
257.00000000,0.14410391
258.00000000,0.17240851
259.00000000,0.14333835
260.00000000,0.12774971
261.00000000,0.12266823
262.00000000,0.09482979
263.00000000,0.06423048
264.00000000,0.06497218
265.00000000,0.08592135
266.00000000,0.09508498
267.00000000,0.08311430
268.00000000,0.06165467
269.00000000,0.06218899
270.00000000,0.08844996
271.00000000,0.10225330
272.00000000,0.07977339
273.00000000,0.06295455
274.00000000,0.08283571
275.00000000,0.10608110
276.00000000,0.09610575
277.00000000,0.07112052
278.00000000,0.07211759
279.00000000,0.09204583
280.00000000,0.09176747
281.00000000,0.09383214
282.00000000,0.10809983
283.00000000,0.09868068
284.00000000,0.09840249
285.00000000,0.12802715
286.00000000,0.12392181
287.00000000,0.10608110
288.00000000,0.11524524
289.00000000,0.09561844
290.00000000,0.06497218
291.00000000,0.10990890
292.00000000,0.19588629
293.00000000,0.22652921
294.00000000,0.15020671
295.00000000,0.07061015
296.00000000,0.08742918
297.00000000,0.10837778
298.00000000,0.13259838
299.00000000,0.15915993
300.00000000,0.11856275
301.00000000,0.08158318
302.00000000,0.11524524
303.00000000,0.13695869
304.00000000,0.11499005
